viirs_date,landsat_scene,river,reach_id,nearest_node_id,dist_to_node_m,sword_width_m,sword_max_width_m,row_shared_grid,col_shared_grid,lat,lon,water_fraction,I1,I2,I3,I4,I5,SZA,SAA,VZA,VAA,LS_SR_B2,LS_SR_B3,LS_SR_B4,LS_SR_B5,LS_SR_B6,LS_ST_B10,LS_NDWI,LS_NDSI,ground_truth_class,notes
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390500021,81390500020031,1000.8,346.0,2064.0,539,6795,70.17736,-148.04223,0.1003,0.1451,0.2012,0.1294,283.6504,279.9193,47.683,-162.448,42.395,-99.414,0.0398,0.0445,0.0632,0.106,0.0643,282.0191,-0.4086,-0.182,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.02K NDSI=-0.182.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400041,81390400040091,991.5,244.5,2150.0,696,6615,69.64696,-148.65034,0.0862,0.1001,0.2037,0.2316,293.7106,288.8593,47.108,-163.109,40.696,-100.462,0.0521,0.0659,0.0828,0.1863,0.2133,290.7145,-0.4772,-0.5277,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=290.71K NDSI=-0.5277.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390500021,81390500020471,1749.5,175.0,2064.0,556,6761,70.11993,-148.15709,0.0759,0.1961,0.2449,0.1835,283.9076,279.133,47.615,-162.574,42.136,-99.007,0.0522,0.0709,0.1026,0.2193,0.2878,282.0567,-0.5112,-0.6046,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.06K NDSI=-0.6046.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390500091,81390500090051,1202.5,238.0,2064.0,532,6786,70.20101,-148.07264,0.1263,0.1849,0.2343,0.1804,284.7423,279.993,47.703,-162.499,42.351,-99.703,0.0611,0.0766,0.095,0.1914,0.2482,282.73,-0.4281,-0.5283,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=282.73K NDSI=-0.5283.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390500091,81390500090231,1626.6,102.5,102.5,536,6756,70.1875,-148.17399,0.1684,0.1244,0.1451,0.1083,281.6922,278.4942,47.678,-162.621,42.155,-99.713,0.1502,0.1894,0.1714,0.1884,0.0375,279.6675,0.0025,0.6693,ice_free_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=279.67K NDSI=0.6693.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390500091,81390500090431,1674.6,125.0,2064.0,544,6737,70.16047,-148.23818,0.2642,0.202,0.1636,0.0449,278.0404,276.4338,47.648,-162.688,42.024,-99.555,0.3531,0.4255,0.3883,0.2179,0.0096,275.9077,0.3228,0.9561,ice_free_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=275.91K NDSI=0.9561.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400051,81390400050271,111.9,163.0,1200.0,752,6649,69.45777,-148.53547,0.3082,0.1133,0.0981,0.0832,288.1103,284.2576,46.941,-162.925,40.721,-99.491,0.051,0.0756,0.0869,0.0594,0.0478,285.9396,0.1198,0.2254,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=285.94K NDSI=0.2254.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400061,81390400060231,288.6,190.0,190.0,769,6621,69.40034,-148.63007,0.3288,0.1097,0.0838,0.0653,286.914,283.2748,46.876,-163.031,40.477,-100.162,0.0375,0.0563,0.066,0.0642,0.0612,286.4454,-0.0657,-0.0412,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=286.45K NDSI=-0.0412.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400071,81390400070071,212.8,77.0,1224.0,782,6594,69.35642,-148.72128,0.3657,0.1121,0.0972,0.0845,288.3383,284.1453,46.823,-163.143,40.241,-99.853,0.0394,0.0692,0.0812,0.03,0.0133,285.7687,0.3956,0.6773,ice_free_river_snow_covered_land,Landsat confirmed at 30m. ST_B10=285.77K NDSI=0.6773.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400071,81390400070351,619.7,508.0,1224.0,796,6604,69.30912,-148.6875,0.1077,0.1045,0.2535,0.2693,296.1176,291.0565,46.78,-163.084,40.262,-100.408,0.0389,0.0492,0.0614,0.1555,0.2162,293.9035,-0.5194,-0.6294,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=293.9K NDSI=-0.6294.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400091,81390400090081,314.2,187.5,1110.0,826,6576,69.20777,-148.78209,0.4495,0.1197,0.1745,0.1617,293.0627,288.6451,46.673,-163.185,39.964,-99.518,0.0729,0.0881,0.0997,0.1065,0.1103,288.7389,-0.0948,-0.1117,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=288.74K NDSI=-0.1117.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400101,81390400100091,241.7,84.0,84.0,860,6579,69.09291,-148.77196,0.1235,0.1027,0.1275,0.1409,297.0882,290.6915,46.562,-163.162,39.828,-100.574,0.03,0.051,0.0604,0.2604,0.2489,302.117,-0.6724,-0.6598,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=302.12K NDSI=-0.6598.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400121,81390400120181,303.0,217.0,217.0,908,6562,68.93074,-148.82939,0.2086,0.0906,0.2018,0.2088,297.5954,293.0748,46.401,-163.189,39.551,-100.095,0.0367,0.0538,0.0675,0.1854,0.2107,297.7898,-0.5502,-0.5932,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=297.79K NDSI=-0.5932.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400271,81390400270191,307.4,75.0,75.0,951,6584,68.78547,-148.75507,0.1391,0.0997,0.1961,0.2565,298.7795,293.8785,46.269,-163.068,39.533,-99.593,0.0412,0.0591,0.0798,0.1809,0.2575,297.0789,-0.5073,-0.6265,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=297.08K NDSI=-0.6265.
2024-06-12,LC08_L2SP_073011_20240612_20240628_02_T1,Sagavanirktok River,81390400271,81390400270861,714.9,48.0,48.0,974,6652,68.70777,-148.52534,0.0576,0.0954,0.2289,0.2692,304.4841,299.6385,46.219,-162.774,39.894,-100.719,0.0509,0.0629,0.0761,0.1413,0.2044,301.4915,-0.3837,-0.5291,ice_free_river_snow_free_land,Landsat confirmed at 30m. ST_B10=301.49K NDSI=-0.5291.
